nome_empresa,setor,uf_sede,regiao_sede,faturamento_anual,lucro_liquido,potencial_investimento,score_empresa,site,descricao
Mip,Outros,N/D,Nacional,13963542,1396354,56727,0.6371,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Box Distribuidor Ltda,Petróleo e Gás,N/D,Nacional,14059602,1405960,57117,0.6371,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Minusa,Outros,N/D,Nacional,27912138,2791214,113393,0.637,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Magotteaux,Outros,N/D,Nacional,22800000,2280000,92625,0.637,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Prime Leaf Export Ltda,Outros,N/D,Nacional,13869120,1386912,56343,0.6369,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Stark Sociedade De Credito Direto S.A.,Financeiro,N/D,Nacional,13977471,1397747,56783,0.6369,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Agreste Saneamento S.A.,Outros,N/D,Nacional,14704527,1470453,59737,0.6367,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Delrio Refrigerantes Ltda,Outros,N/D,Nacional,14582795,1458280,59243,0.6367,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Transportadora Bitury Ltda,Outros,N/D,Nacional,13400000,1340000,54438,0.6367,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Harbor Operadora Portuaria,Outros,N/D,Nacional,12082000,1208200,49083,0.6366,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Control Union Ltda,Outros,N/D,Nacional,13000000,1300000,52812,0.6366,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Ford,Automotivo,N/D,Nacional,13320000,1332000,54112,0.6365,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Escola De Natacao E Ginastica Bioswim Ltda.,Outros,N/D,Nacional,13297839,1329784,54022,0.6365,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Yaman Tecnologia Ltda.,Outros,N/D,Nacional,14400000,1440000,58500,0.6364,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Dunapetrol Comercio De Derivados De Petroleo Ltda,Petróleo e Gás,N/D,Nacional,13876713,1387671,56374,0.6363,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Nova Casa Distribuidora,Petróleo e Gás,N/D,Nacional,13245501,1324550,53810,0.6363,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Santa Rita Industria De Oleos E Proteinas Ltda.,Outros,N/D,Nacional,13200000,1320000,53625,0.6362,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Massey Ferguson,Outros,N/D,Nacional,18800000,1880000,76375,0.6362,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Mtx Comercializadora De Gas Ltda.,Outros,N/D,Nacional,14116034,1411603,57346,0.6361,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Bremil,Outros,N/D,Nacional,15360000,1536000,62400,0.636,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Ativa Comercial Hospitalar Ltda,Outros,N/D,Nacional,13101128,1310113,53223,0.6358,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Gl Events Live Ltda,Outros,N/D,Nacional,13055740,1305574,53039,0.6357,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Positive Company,Outros,N/D,Nacional,13235360,1323536,53769,0.6357,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Orsegups Prestacao De Servicos De Limpeza Ltda,Outros,N/D,Nacional,11648443,1164844,47322,0.6357,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Veneza Diesel Caminhoes E Onibus Ltda,Outros,N/D,Nacional,13162702,1316270,53473,0.6356,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Real Guindastes,Outros,N/D,Nacional,13600000,1360000,55250,0.6355,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Grupo Sinalmig,Outros,N/D,Nacional,13600000,1360000,55250,0.6355,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
C.Vaccaro & Cia Ltda,Outros,N/D,Nacional,13040000,1304000,52975,0.6355,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Bransales Atacadista Ltda,Outros,N/D,Nacional,10829927,1082993,43997,0.6355,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Hospital Mater Dei,Outros,N/D,Nacional,13600000,1360000,55250,0.6355,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Medical San Industria De Equipamentos Medicos Ltda,Outros,N/D,Nacional,11920000,1192000,48425,0.6355,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Ost Renovadora De Pneus Ltda,Outros,N/D,Nacional,16424000,1642400,66722,0.6354,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Alianca Instituto De Oncologia S.A.,Outros,N/D,Nacional,14670592,1467059,59599,0.6354,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Jaguatextil,Outros,N/D,Nacional,15632357,1563236,63506,0.6354,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Gvs Sport Nordeste Industria E Comercio Ltda,Outros,N/D,Nacional,14260536,1426054,57933,0.6352,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Ceramica Kaspary Ltda,Outros,N/D,Nacional,22800000,2280000,92625,0.6352,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Biancogres Vinilico Ltda,Outros,N/D,Nacional,16175458,1617546,65713,0.6352,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Itaueira Agropecuaria S A,Financeiro,SP,Sudeste,12800000,1280000,52000,0.6351,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Agrichem,Outros,N/D,Nacional,15511040,1551104,63014,0.6351,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ravato Distribuidora,Petróleo e Gás,N/D,Nacional,15872080,1587208,64480,0.635,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Mdc Distribuidora De Material De Construcao Ltda,Petróleo e Gás,N/D,Nacional,15200000,1520000,61750,0.635,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
"Powersafe Importacao, Exportacao Ltda.",Outros,N/D,Nacional,14752000,1475200,59930,0.635,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Canoinhas De Papel,Papel e Celulose,N/D,Nacional,29040000,2904000,117975,0.635,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.4M
Imic - Industria Mecanica Irmaos Corgozinho Ltda.,Outros,N/D,Nacional,14456399,1445640,58729,0.635,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Construtora G-Maia S.A,Outros,N/D,Nacional,13392560,1339256,54407,0.6349,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Datametrica,Outros,N/D,Nacional,19160000,1916000,77838,0.6348,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Complexo Medico Provida S/A,Outros,N/D,Nacional,12639014,1263901,51346,0.6347,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Condor,Outros,N/D,Nacional,14271986,1427199,57980,0.6347,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Empresa De Transmissao Do Espirito Santo S.A. - Etes,Outros,N/D,Nacional,13200000,1320000,53625,0.6347,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Adyl Net Acesso A Internet Ltda,Outros,N/D,Nacional,15440000,1544000,62725,0.6346,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Supermercado Serve Todos Pirajui Ltda,Outros,SP,Sudeste,10268640,1026864,41716,0.6345,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Wirth Calcados,Outros,N/D,Nacional,16360000,1636000,66462,0.6345,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Lidermac Construcoes E Equipamentos Ltda,Outros,N/D,Nacional,14040000,1404000,57038,0.6345,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Rogga S.A Construtora E Incorporadora,Outros,N/D,Nacional,14826640,1482664,60233,0.6345,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Lm 2 Rodas,Outros,N/D,Nacional,20735760,2073576,84239,0.6345,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.3M
Just Fit Participacoes Em Empreendimentos S.A.,Outros,N/D,Nacional,13524054,1352405,54941,0.6345,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Cafe Utam S A,Outros,N/D,Nacional,10888000,1088800,44232,0.6344,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Nova Palma,Outros,N/D,Nacional,17048374,1704837,69259,0.6344,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Nacional Acos Industrial Ltda,Outros,N/D,Nacional,12990800,1299080,52775,0.6343,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Casa Nasser Comercio E Representacoes Ltda,Outros,N/D,Nacional,13200668,1320067,53628,0.6343,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Tevere,Outros,N/D,Nacional,25926952,2592695,105328,0.6342,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Rivoli,Outros,N/D,Nacional,13600000,1360000,55250,0.6342,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Interprint Do Brasil Industria De Papeis Decorativos Ltda.,Outros,N/D,Nacional,11360000,1136000,46150,0.634,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Pioneiro Alimentos,Outros,N/D,Nacional,24880000,2488000,101075,0.634,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Bbag Comercio De Veiculos Ltda,Outros,N/D,Nacional,16550489,1655049,67236,0.634,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Movecta,Outros,N/D,Nacional,12540000,1254000,50944,0.634,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Rivulis Plastro Irrigacao Ltda.,Outros,N/D,Nacional,11360000,1136000,46150,0.634,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Hosana Veiculos Ltda,Outros,N/D,Nacional,15176000,1517600,61652,0.6339,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Moinhos Cruzeiro Do Sul,Outros,N/D,Nacional,16560513,1656051,67277,0.6339,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Box Print,Outros,N/D,Nacional,12800000,1280000,52000,0.6339,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Mawdy Ltda.,Outros,N/D,Nacional,13374526,1337453,54334,0.6338,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Usebens,Outros,N/D,Nacional,15512000,1551200,63018,0.6338,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Santa Clara,Outros,N/D,Nacional,25600000,2560000,104000,0.6338,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Sb Chemicals,Outros,N/D,Nacional,17119076,1711908,69546,0.6338,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Volare Industria De Componentes De Metal Ltda,Outros,N/D,Nacional,13040000,1304000,52975,0.6337,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Ravas Distribuidora De Pecas E Retifica Ltda,Petróleo e Gás,N/D,Nacional,12904000,1290400,52422,0.6337,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Metalinox Cogne Acos Inoxidaveis Especiais Ltda,Outros,N/D,Nacional,13520000,1352000,54925,0.6337,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Atacado Uniao Ltda,Outros,N/D,Nacional,11616230,1161623,47191,0.6336,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Centro Tales De Ensino Ltda,Outros,N/D,Nacional,15091871,1509187,61311,0.6336,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Rocktec Industria E Comercio De Isolantes Termicos Servicos De Manutencao Ltda.,Outros,N/D,Nacional,14400000,1440000,58500,0.6336,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Comercial Incerti Ltda,Outros,N/D,Nacional,12644670,1264467,51369,0.6335,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Smbc,Outros,N/D,Nacional,25200000,2520000,102375,0.6334,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Mitsui,Outros,N/D,Nacional,16800000,1680000,68250,0.6333,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Petrobahia,Petróleo e Gás,N/D,Nacional,14160000,1416000,57525,0.6331,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Tecnova Preparacao De Materiais Ltda,Outros,N/D,Nacional,11169495,1116950,45376,0.6331,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Maxiprint Editora Ltda,Outros,N/D,Nacional,9628575,962858,39116,0.6331,,LIE: R$0.1M | Rouanet: R$0.0M | Total historico 2022-2025: R$0.1M
Smalticeram Unicer Do Brasil Ltda.,Outros,N/D,Nacional,10960000,1096000,44525,0.6331,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Bompel Industria De Calcados Ltda,Outros,N/D,Nacional,10013440,1001344,40680,0.6331,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Alumiconte Componentes De Aluminio Ltda,Outros,N/D,Nacional,12400000,1240000,50375,0.633,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
In Press Oficina Assessoria De Comunicacao Ltda,Outros,N/D,Nacional,16640000,1664000,67600,0.633,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Alliance,Outros,N/D,Nacional,12425098,1242510,50477,0.6329,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Zema Seguros S.A,Financeiro,N/D,Nacional,14202640,1420264,57698,0.6329,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Ambiental Ceara 2 Spe S.A.,Outros,N/D,Nacional,12188864,1218886,49517,0.6328,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Bortolotto Ferro E Aco Ltda,Outros,N/D,Nacional,11589600,1158960,47083,0.6327,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Mori 3 Participacoes Ltda,Outros,N/D,Nacional,11849213,1184921,48137,0.6327,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Conte Distribuidora De Acos Sa,Petróleo e Gás,N/D,Nacional,16400000,1640000,66625,0.6326,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Daitan,Outros,N/D,Nacional,10640000,1064000,43225,0.6325,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Color Quimica Do Brasil Importacao E Exportacao S.A,Outros,N/D,Nacional,11240000,1124000,45662,0.6324,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Grupo Lonza,Outros,N/D,Nacional,12826080,1282608,52106,0.6324,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Shockmetais,Outros,N/D,Nacional,9587894,958789,38951,0.6323,,LIE: R$0.1M | Rouanet: R$0.0M | Total historico 2022-2025: R$0.1M
Trd Comercializadora,Outros,N/D,Nacional,14800000,1480000,60125,0.6323,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Ourofino S.A.,Outros,N/D,Nacional,12000000,1200000,48750,0.6322,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Projeart Industria De Estruturas Metalicas Ltda,Outros,N/D,Nacional,13230855,1323086,53750,0.6322,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Triex Comercio E Exportacao Ltda,Outros,N/D,Nacional,12000000,1200000,48750,0.6322,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Ncs Industrial Ltda,Outros,N/D,Nacional,13697143,1369714,55645,0.6321,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Novaquest Contact Center Ltda,Outros,N/D,Nacional,16164250,1616425,65667,0.6321,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Patio Uberlandia Shopping Ltda,Tecnologia,N/D,Nacional,14457116,1445712,58732,0.6321,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Cinco Companhia Securitizadora De Creditos Financeiros,Financeiro,N/D,Nacional,11952000,1195200,48555,0.6321,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Porto Ponta Do Felix,Outros,N/D,Nacional,13080000,1308000,53138,0.6321,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Fundimisa,Outros,N/D,Nacional,16135198,1613520,65549,0.632,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Banco Fator,Financeiro,N/D,Nacional,11977544,1197754,48659,0.632,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Summa Polimeros Ltda.,Outros,N/D,Nacional,13464000,1346400,54698,0.6319,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Estrela Industria De Papel Ltda,Papel e Celulose,N/D,Nacional,11950400,1195040,48548,0.6319,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Racks Refrigeracao Ltda,Outros,N/D,Nacional,12471156,1247116,50664,0.6319,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Schulze Advogados Associados,Outros,N/D,Nacional,13120000,1312000,53300,0.6319,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Nd Mais,Outros,N/D,Nacional,16314368,1631437,66277,0.6318,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Imply Tecnologia,Outros,N/D,Nacional,13000000,1300000,52812,0.6318,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Alianca Participacoes,Outros,N/D,Nacional,14317050,1431705,58163,0.6317,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Gravasul Projetos E Matrizes De Solados Ltda,Outros,N/D,Nacional,12032000,1203200,48880,0.6317,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Fida,Outros,N/D,Nacional,36565439,3656544,148547,0.6317,,LIE: R$0.0M | Rouanet: R$0.5M | Total historico 2022-2025: R$0.5M
Casal Comercio E Servicos Ltda,Outros,N/D,Nacional,14266560,1426656,57958,0.6316,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Rede Safra Rica,Financeiro,SP,Sudeste,24052000,2405200,97711,0.6315,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Smierveda Vedacoes Industriais Ltda,Outros,N/D,Nacional,12200000,1220000,49562,0.6315,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Sabemi Participacoes,Outros,N/D,Nacional,11954400,1195440,48565,0.6315,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Simplest Software Ltda,Outros,N/D,Nacional,13440000,1344000,54600,0.6314,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Comercial Agricola Anhumai Ltda,Outros,N/D,Nacional,15680000,1568000,63700,0.6314,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Avioeste,Outros,N/D,Nacional,10000000,1000000,40625,0.6313,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Mjm Produtos Farmaceuticos E De Radioprotecao S.A.,Outros,N/D,Nacional,11120000,1112000,45175,0.6313,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Rudolf Sizing,Outros,N/D,Nacional,12640326,1264033,51351,0.6313,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Agroindustrial Sao Francisco Ltda,Outros,N/D,Nacional,11600000,1160000,47125,0.6313,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Defrio Comercial De Gases Ltda,Outros,N/D,Nacional,11503645,1150364,46734,0.6311,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Estrutural,Outros,N/D,Nacional,23010790,2301079,93481,0.631,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Cometa Moto Center Ltda,Outros,N/D,Nacional,13078000,1307800,53129,0.631,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Mondial Veiculos Ltda,Outros,N/D,Nacional,14000000,1400000,56875,0.6308,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Cinex Tecnologia Para Arquitetura Ltda.,Outros,N/D,Nacional,9600002,960000,39000,0.6307,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Zanaflex Borrachas Ltda,Outros,N/D,Nacional,9690533,969053,39368,0.6307,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
C Rolim Comercio De Confeccoes Ltda,Outros,N/D,Nacional,10960000,1096000,44525,0.6306,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Mlv Produtos E Servicos Em Tecnologia Da Informacao Ltda,Outros,N/D,Nacional,11520000,1152000,46800,0.6305,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Tripag Meios De Pagamento Ltda,Outros,N/D,Nacional,12582416,1258242,51116,0.6304,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Oxford Porcelanas Comercial Ltda,Automotivo,N/D,Nacional,11440000,1144000,46475,0.6303,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Stadtbus Transportes Ltda.,Outros,N/D,Nacional,11200000,1120000,45500,0.6303,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Mitra Acesso Em Rede E Tecnologia Da Informacao Municipal S A,Outros,N/D,Nacional,12377120,1237712,50282,0.6303,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Rotta Distribuidora De Alimentos Ltda,Petróleo e Gás,N/D,Nacional,12776000,1277600,51902,0.6302,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Jundiai Shopping Center Ltda,Outros,N/D,Nacional,11429186,1142919,46431,0.6301,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Bodipasa,Outros,N/D,Nacional,25470122,2547012,103472,0.63,,LIE: R$0.0M | Rouanet: R$0.3M | Total historico 2022-2025: R$0.3M
Seroma Farmacias E Perfumarias,Outros,N/D,Nacional,16334980,1633498,66361,0.6299,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Elson S Produtos Alimenticios Ltda,Outros,N/D,Nacional,13029721,1302972,52933,0.6299,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Olgc Participacoes,Outros,N/D,Nacional,10360000,1036000,42088,0.6299,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
"Ok Energy, Importacao E Exportacao Ltda",Outros,N/D,Nacional,11284747,1128475,45844,0.6299,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Cone Sul Solucoes Ambientais Ltda.,Outros,N/D,Nacional,13040000,1304000,52975,0.6298,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Agrop,Outros,N/D,Nacional,11520000,1152000,46800,0.6298,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Primetals,Outros,N/D,Nacional,16400000,1640000,66625,0.6298,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Eurofral Produtos De Higiene Ltda,Outros,N/D,Nacional,12400000,1240000,50375,0.6298,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Csc 132 Comercio Varejista Ltda.,Outros,N/D,Nacional,11751293,1175129,47740,0.6296,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Fundicao Mademil Ltda,Outros,N/D,Nacional,10232000,1023200,41568,0.6296,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Construtora Oliveira Ltda,Outros,N/D,Nacional,10177162,1017716,41345,0.6296,,LIE: R$0.1M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Cegen Engenharia,Outros,N/D,Nacional,13520000,1352000,54925,0.6294,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
Clean Fortal Industria E Comercio De Plasticos Ltda,Outros,N/D,Nacional,12134691,1213469,49297,0.6293,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.2M
