nome_empresa,setor,uf_sede,regiao_sede,faturamento_anual,lucro_liquido,potencial_investimento,score_empresa,site,descricao
Embaixadores Da Prevencao - Ep,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Fundacao Grupo Boticario De Protecao A Natureza,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Paulo Octavio Investimentos Imobiliarios Ltda,Telecomunicações,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Circolo Vicentini,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Rpc,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Occ Construcoes E Participacoes S/A,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Comorim,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
T-Systems,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Knj,Outros,N/D,Nacional,16014960,1601496,65061,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Odonto Seg,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Investprev Seguradora,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Maersk Supply America Latina Servicos Maritimos Ltda,Telecomunicações,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Mg Producoes Culturais Ltda,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Deutsche Telekom,Outros,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Itambe Comercio E Distribuicao De Alimentos Ltda.,Petróleo e Gás,N/D,Nacional,16000000,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Kikos Fitness,Outros,N/D,Nacional,15999999,1600000,65000,0.324,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Rouxinol Viagens E Turismo,Outros,N/D,Nacional,15904827,1590483,64613,0.3238,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Barbosa & Hoff Comercio De Carnes Ltda,Outros,N/D,Nacional,15904850,1590485,64613,0.3238,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Amarillo Gold Brasil,Outros,N/D,Nacional,15937040,1593704,64744,0.3238,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Tivoli Hotels,Outros,N/D,Nacional,15871029,1587103,64476,0.3237,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Plasbohn Industria De Plasticos Ltda,Outros,N/D,Nacional,15875746,1587575,64495,0.3237,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Solix Embalagens,Outros,N/D,Nacional,15874172,1587417,64489,0.3237,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Santana - Importacao E Exportacao,Outros,N/D,Nacional,15780000,1578000,64106,0.3236,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Jr Pronto Industria De Corte E Dobra Ltda,Outros,N/D,Nacional,15800000,1580000,64188,0.3236,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Prefaz Pre Fabricado,Outros,N/D,Nacional,15765600,1576560,64048,0.3236,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Grupo Maroni,Outros,N/D,Nacional,15680000,1568000,63700,0.3234,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Advance Tintas,Outros,N/D,Nacional,15669751,1566975,63658,0.3234,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Exportadora De Cafe Guaxupe,Outros,N/D,Nacional,15600000,1560000,63375,0.3233,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Unileao,Outros,N/D,Nacional,15600000,1560000,63375,0.3233,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Bemobi,Outros,N/D,Nacional,15600000,1560000,63375,0.3233,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Coprel Telecom Ltda.,Telecomunicações,N/D,Nacional,15600000,1560000,63375,0.3233,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Retour Ativos Financeiros Ltda. - Em Liquidacao,Financeiro,N/D,Nacional,15600000,1560000,63375,0.3233,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Wtec Moveis E Equipamentos Tecnicos Ltda,Outros,N/D,Nacional,15520000,1552000,63050,0.3231,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Macaubas Meio Ambiente Sa,Outros,N/D,Nacional,15448000,1544800,62758,0.323,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Guarulhos Sucatas,Outros,N/D,Nacional,15367104,1536710,62429,0.3229,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Whg,Outros,N/D,Nacional,15248227,1524823,61946,0.3227,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Tlg Transporte,Outros,N/D,Nacional,15200000,1520000,61750,0.3226,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Real Distribuidora,Petróleo e Gás,N/D,Nacional,15200000,1520000,61750,0.3226,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Fabrica De Doces Ledur Ltda,Outros,N/D,Nacional,15200000,1520000,61750,0.3226,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
The Lycra Company,Outros,N/D,Nacional,15200000,1520000,61750,0.3226,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Familia Kroth Industria E Comercio De Carnes Ltda,Saúde,N/D,Nacional,15200000,1520000,61750,0.3226,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Aurabrasil,Outros,N/D,Nacional,15200000,1520000,61750,0.3226,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Nutriex Importacao E Exportacao De Produtos Nutricionais E Farmoquimicos Ltda,Outros,N/D,Nacional,15120000,1512000,61425,0.3225,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Clac Circo,Outros,N/D,Nacional,15120000,1512000,61425,0.3225,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Awa Distribuidora De Mercadorias E Servicos Ltda,Petróleo e Gás,N/D,Nacional,15138918,1513892,61502,0.3225,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
"Artepaper Representacao Comercial, Importacao E Exportacao De Papeis Ltda",Outros,N/D,Nacional,15080000,1508000,61262,0.3224,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Clara Cristina Zitkoski,Outros,N/D,Nacional,15066287,1506629,61207,0.3224,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Lauro Weber & Cia Ltda,Outros,N/D,Nacional,14998670,1499867,60932,0.3222,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Hogarth,Outros,N/D,Nacional,14985173,1498517,60877,0.3222,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Pedra Agroindustrial,Outros,N/D,Nacional,14882056,1488206,60458,0.322,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Massfix,Outros,N/D,Nacional,14837661,1483766,60278,0.322,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Transdata,Outros,N/D,Nacional,14880000,1488000,60450,0.322,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Warburg Pincus Do Brasil Ltda.,Outros,N/D,Nacional,14800045,1480004,60125,0.3219,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Amc,Outros,N/D,Nacional,14800000,1480000,60125,0.3219,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Purcom Quimica Ltda,Outros,N/D,Nacional,14724635,1472464,59819,0.3217,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Normatel Engenharia Ltda,Outros,N/D,Nacional,14640000,1464000,59475,0.3216,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Poligraph Sistemas E Representacoes Ltda,Outros,N/D,Nacional,14574837,1457484,59210,0.3215,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Grupo Zahran,Outros,N/D,Nacional,14560000,1456000,59150,0.3214,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Master Cargas Brasil Ltda,Outros,N/D,Nacional,14525950,1452595,59012,0.3214,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Industria E Comercio De Plasticos Rio Pardo Ltda,Outros,N/D,Nacional,14400000,1440000,58500,0.3212,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Alfa Citrus Comercio De Frutas Ltda,Outros,N/D,Nacional,14400000,1440000,58500,0.3212,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Urban,Outros,N/D,Nacional,14400000,1440000,58500,0.3212,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Global Solucoes Financeiras Ltda,Financeiro,N/D,Nacional,14400000,1440000,58500,0.3212,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Adkl Zeller Eletro Sistemas Ltda,Energia,N/D,Nacional,14400000,1440000,58500,0.3212,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Cooperativa Agraria Dos Cafeicultores De Sao Gabriel - Cooabriel,Outros,N/D,Nacional,14400000,1440000,58500,0.3212,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Awp Service Brasil Ltda.,Outros,N/D,Nacional,14400000,1440000,58500,0.3212,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Instituto Brasileiro De Oftalmologia S.A. - Ibol,Outros,N/D,Nacional,14400000,1440000,58500,0.3212,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ifood,Tecnologia,N/D,Nacional,14400000,1440000,58500,0.3212,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Brasilwagem,Outros,N/D,Nacional,14400000,1440000,58500,0.3212,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Steel Warehouse Cisa,Outros,N/D,Nacional,14160000,1416000,57525,0.3207,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Aplicap Capitalizacao S/A,Outros,N/D,Nacional,14130850,1413085,57407,0.3207,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Akeo Industrial Ltda,Outros,N/D,Nacional,14080000,1408000,57200,0.3206,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Tome Equipamentos E Transportes Ltda Em Recuperacao Judicial,Outros,N/D,Nacional,14083200,1408320,57213,0.3206,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Guia Veiculos Ltda,Outros,N/D,Nacional,14112000,1411200,57330,0.3206,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Grupo Hidromar,Outros,N/D,Nacional,14080000,1408000,57200,0.3206,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Henrich E Cia Ltda.,Outros,N/D,Nacional,14000000,1400000,56875,0.3204,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Supermercado Nova Europa Ltda,Outros,SP,Sudeste,14000000,1400000,56875,0.3204,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Enind,Outros,N/D,Nacional,13992717,1399272,56845,0.3204,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Grupo Libraga Brandao,Outros,N/D,Nacional,14000000,1400000,56875,0.3204,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ponto Azul Plasticos Industria E Comercio Ltda,Logística,N/D,Nacional,14000000,1400000,56875,0.3204,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
S.R. Engenharia Industrial Ltda,Outros,N/D,Nacional,14000000,1400000,56875,0.3204,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Milrau Comercio De Artigos Pedagogicos Ltda,Outros,N/D,Nacional,13920000,1392000,56550,0.3203,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Athos Construcoes,Outros,N/D,Nacional,13748686,1374869,55854,0.3199,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Brasil Asfaltos Ltda,Outros,N/D,Nacional,13664640,1366464,55513,0.3198,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Conforto Artefatos De Couro Ltda,Outros,N/D,Nacional,13600000,1360000,55250,0.3196,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Panthera Leo Equipamentos Ltda,Outros,N/D,Nacional,13600000,1360000,55250,0.3196,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Grupo Vila Velha,Outros,N/D,Nacional,13600000,1360000,55250,0.3196,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Lpar Imoveis,Outros,N/D,Nacional,13600000,1360000,55250,0.3196,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Fbf Construcoes E Servicos Ltda,Outros,N/D,Nacional,13600000,1360000,55250,0.3196,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Santeno Irrigacoes Do Nordeste Ltda,Outros,N/D,Nacional,13600000,1360000,55250,0.3196,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ld Celulose,Papel e Celulose,N/D,Nacional,13540578,1354058,55009,0.3195,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Itaimbe,Outros,N/D,Nacional,13544000,1354400,55022,0.3195,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Engemat,Outros,N/D,Nacional,13545922,1354592,55030,0.3195,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Hanier,Outros,N/D,Nacional,13440000,1344000,54600,0.3193,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Brasitalia - Agregados Para Construcao Ltda,Outros,N/D,Nacional,13357600,1335760,54265,0.3192,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Vcg - Viacao Campos Gerais,Outros,N/D,Nacional,13333333,1333333,54167,0.3191,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Auto Viacao Redentor Ltda,Outros,N/D,Nacional,13333333,1333333,54167,0.3191,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
G-Par Distribuidora De Veiculos Ltda,Petróleo e Gás,N/D,Nacional,13280000,1328000,53950,0.319,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Salinor Salinas Do Nordeste,Outros,N/D,Nacional,13200000,1320000,53625,0.3188,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Fredi Pneus Ltda,Outros,N/D,Nacional,13201520,1320152,53631,0.3188,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Wew Importacao E Exportacao Ltda.,Outros,N/D,Nacional,13169458,1316946,53501,0.3188,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Concreta Engenharia,Outros,N/D,Nacional,13200000,1320000,53625,0.3188,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Transportes Bontorin Ltda,Outros,N/D,Nacional,13200000,1320000,53625,0.3188,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Steck,Outros,N/D,Nacional,13200000,1320000,53625,0.3188,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Sollo Sul,Outros,N/D,Nacional,13200000,1320000,53625,0.3188,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Cdgn Logistica Sa,Logística,N/D,Nacional,13176400,1317640,53529,0.3188,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Pedralli & Pedralli Supermercado Ltda.,Outros,SP,Sudeste,13120000,1312000,53300,0.3187,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Comercial Ximenes Ltda,Outros,N/D,Nacional,13144000,1314400,53398,0.3187,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Eletrocar,Energia,N/D,Nacional,13120000,1312000,53300,0.3187,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ja Agronegocios Comercio E Distribuicao De Produtos Veterinarios Ltda,Petróleo e Gás,N/D,Nacional,13148289,1314829,53415,0.3187,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Paranoa,Outros,N/D,Nacional,13133586,1313359,53355,0.3187,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Civil Master,Outros,N/D,Nacional,13004818,1300482,52832,0.3185,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Abav-Abatedouro Atilio Vivacqua Ltda,Outros,N/D,Nacional,12960000,1296000,52650,0.3184,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Jr-Adamver Industria E Comercio De Produtos Oticos S/A,Outros,N/D,Nacional,12947840,1294784,52601,0.3183,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Lippaus Distribuicao Ltda,Petróleo e Gás,N/D,Nacional,12903133,1290313,52419,0.3182,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Unimed De Sao Carlos - Cooperativa De Trabalho Medico,Saúde,N/D,Nacional,12822366,1282237,52091,0.3181,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Jmc,Outros,N/D,Nacional,12824000,1282400,52098,0.3181,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Trc,Outros,N/D,Nacional,12800000,1280000,52000,0.318,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Tecnogera - Locacao E Transformacao De Energia Sa,Energia,N/D,Nacional,12800000,1280000,52000,0.318,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Euler Hermes Seguros S.A.,Financeiro,N/D,Nacional,12800000,1280000,52000,0.318,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Tem Administradora De Cartoes S.A.,Outros,N/D,Nacional,12800000,1280000,52000,0.318,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Eletro Transol Ind E Comercio Mat Eletricos Ltda,Energia,N/D,Nacional,12763656,1276366,51852,0.318,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Mig-Plus,Outros,N/D,Nacional,12800000,1280000,52000,0.318,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Carbocloro,Outros,N/D,Nacional,12760834,1276083,51841,0.3179,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
F. Barreto,Outros,N/D,Nacional,12720000,1272000,51675,0.3179,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Marna Pre-Fabricados Ltda,Outros,N/D,Nacional,12650314,1265031,51392,0.3177,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Branstur,Outros,N/D,Nacional,12640160,1264016,51351,0.3177,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Becker S/A,Outros,N/D,Nacional,12640000,1264000,51350,0.3177,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Buddemeyer,Outros,N/D,Nacional,12656400,1265640,51417,0.3177,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Copag,Outros,N/D,Nacional,12600000,1260000,51188,0.3176,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Togni,Outros,N/D,Nacional,12524406,1252441,50880,0.3175,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Distribuidora Adauto Carvalho Ltda,Petróleo e Gás,N/D,Nacional,12440000,1244000,50538,0.3173,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Supermed,Outros,N/D,Nacional,12400000,1240000,50375,0.3172,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Brafer,Outros,N/D,Nacional,12400000,1240000,50375,0.3172,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Trimak,Outros,N/D,Nacional,12400000,1240000,50375,0.3172,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Ceneged,Outros,N/D,Nacional,12400000,1240000,50375,0.3172,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Vct Brasil,Outros,N/D,Nacional,12373183,1237318,50266,0.3171,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Amatools Comercial E Importadora Ltda,Outros,N/D,Nacional,12302400,1230240,49978,0.317,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Opportunity Gestora De Recursos Ltda,Outros,N/D,Nacional,12280000,1228000,49888,0.3169,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Kikkoman Do Brasil Industria E Comercio De Alimentos E Bebidas Ltda.,Outros,N/D,Nacional,12080000,1208000,49075,0.3165,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Industrial Turbine Brasil Geracao De Energia Ltda,Energia,N/D,Nacional,12036640,1203664,48899,0.3164,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Matahari Comercio Ltda,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Nascimento Agropecuaria Ltda,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Kuka Baby,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Grupo Missiato,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Rex Supermercados,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Anselmi Comercio De Vestuario Ltda,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Princeton-Lemitar Industria E Comercio Ltda,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Panorama Moveis Online Ltda,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Cotrijuc,Outros,N/D,Nacional,12000016,1200002,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.2M | Total historico 2022-2025: R$0.2M
Mxm Sistemas,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Gigantao Locadora De Equipamentos Ltda,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Taiff,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Opportunity Gestao De Investimentos E Recursos Ltda,Telecomunicações,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
Adobe Atendimentos,Outros,N/D,Nacional,12000000,1200000,48750,0.3163,,LIE: R$0.0M | Rouanet: R$0.1M | Total historico 2022-2025: R$0.1M
