processo,proponente,nome_projeto,sli,manifestacao,modalidade_esportiva,cnpj,municipio,uf,regiao,valor_aprovado,valor_captado,saldo_disponivel,percentual_captado,data_publicacao,data_inicio_captacao,data_fim_captacao,ano_aprovacao,status,score_prioridade,is_real
71000.100350/2025-80,Associação Joinvilense de Natação,Braçadas do Amanhã Ano I,2503286,Participação,Natação,18.863.014/0001-02,Joinville,SC,Sul,374744.6,0.0,374744.6,0.0,2026-01-07,2026-01-07,2027-12-11,2026,Captando,0.715,True
71000.102046/2025-77,Associação Desportiva Belos Futsal,Copa Belos de Futsal,2504614,Participação,Futsal,41.814.249/0001-18,Teresina,PI,Nordeste,227360.0,0.0,227360.0,0.0,2026-01-07,2026-01-07,2027-12-11,2026,Captando,0.715,True
71000.104279/2025-12,Associação Cultural Especial Paradesportiva Paulista - ACEDEP3999,Braçadas Sem Limites,2503606,Participação,Outros,12.579.030/0001-83,São Paulo,SP,Sudeste,429394.94,0.0,429394.94,0.0,2026-04-17,2026-04-17,2028-03-12,2026,Captando,0.715,True
71000.047829/2025-81,Sindicato dos Trabalhadores nas Indústrias Extrativas do Vale do Rio Crixás,Capoeira 1,2500975,Participação,Capoeira,25.043.878/0001-35,Crixás,GO,Centro-Oeste,204236.73,0.0,204236.73,0.0,2025-09-05,2025-09-05,2027-08-14,2025,Captando,0.715,True
71000.077331/2025-42,Associação Desportiva 360°,360° Nas Areias III,2502021,Participação,Beach Handebol,20.970.973/0001-60,Campinas,SP,Sudeste,429825.05,0.0,429825.05,0.0,2025-11-14,2025-11-14,2027-10-09,2025,Captando,0.715,True
71000.073615/2024-89,Associação Atlética Estrela Dalva,Experience – RUN,2405638,Participação,Outros,86.964.608/0001-51,,SP,Sudeste,990423.83,0.0,990423.83,0.0,2025-02-19,2025-02-19,2027-02-10,2025,Captando,0.715,True
71000.100445/2025-01,Associação Cultural e Esportiva União de Leme,Movimento Radical ACEUL - Adrenalina e Inclusão,2503444,Participação,Outros/Corrida de Rua_x000D_,55.341.010/0001-82,Leme,SP,Sudeste,321742.43,0.0,321742.43,0.0,2025-12-31,2025-12-31,2027-12-11,2025,Captando,0.715,True
71000.100377/2025-72,Speed Motor Clube,Academia de Pilotos - Kart do Bem,2503346,Participação,Kart,30.536.037/0001-08,Birigui,SP,Sudeste,339832.0,0.0,339832.0,0.0,2025-12-31,2025-12-31,2027-12-11,2025,Captando,0.715,True
71000.039724/2024-77,Trabalho de Iniciativa Ambiental Desportiva e Educacional - TRIADE,“Participante do Edital LIE 2024 - Equoterapia II”,2401247,Participação,Outros,05.055.000/0001-02,Rio de Janeiro,RJ,Sudeste,1983979.0,0.0,1983979.0,0.0,2024-10-11,2024-10-11,2026-10-01,2024,Captando,0.715,True
71000.039729/2024-08,Trabalho de Iniciativa Ambiental Desportiva e Educacional - TRIADE,"""Participante do Edital LIE 2024 - Saúde não tem Idade II""",2401249,Participação,Outros/Corrida/Caminhada,05.055.000/0001-02,Rio de Janeiro,RJ,Sudeste,2364428.34,0.0,2364428.34,0.0,2024-10-11,2024-10-11,2026-10-01,2024,Captando,0.715,True
71000.094898/2025-83,Associação Pro Esporte Palotina - APEP,Karate Palotina,2504456,Participação,Outros,20.233.539/0001-06,Palotina,PR,Sul,162983.6,0.0,162983.6,0.0,2026-03-11,2026-03-11,2028-02-12,2026,Captando,0.715,True
71000.044779/2025-80,CK Associação Esportiva Joinvillense,CK Tirando Onda,2500811,Participação,Futebol,45.992.037/0001-81,Joinville,SC,Sul,180336.0,0.0,180336.0,0.0,2025-09-11,2025-09-11,2027-07-10,2025,Captando,0.715,True
71000.050903/2025-46,Associação Atlética Frei Bruno,Frei Bruno Futebol,2501084,Participação,Futebol,78.506.870/0001-24,Joaçaba,SC,Sul,192171.29,0.0,192171.29,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.715,True
71000.055173/2025-70,Instituto Inspiração Paradesportiva,4o Torneio Inspira de Nado Artístico Inclusivo,2501233,Participação,Nado Sicronizado ( natação artística ),24.197.080/0001-85,São Paulo,SP,Sudeste,80117.32,0.0,80117.32,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.715,True
71000.084743/2025-39,Associacao de Pais e Amigos dos Excepcionais de Santa Cruz do Sul-APAE,APAE Santa Cruz está no jogo – Edição II,2502366,Participação,Tênis,95.440.129/0001-27,Santa Cruz do Sul,RS,Sul,208597.32,0.0,208597.32,0.0,2025-11-19,2025-11-19,2027-10-17,2025,Captando,0.715,True
71000.082223/2025-91,Associação Ciclismo Rio do Sul,Pedalando com Dedicação,2502318,Participação,Estrada,53.772.535/0001-47,Rio do Sul,SC,Sul,242339.65,0.0,242339.65,0.0,2025-12-31,2025-12-31,2027-12-11,2025,Captando,0.715,True
71000.073765/2024-92,Associacao Esportiva e Cultural Instituto Phoenix,Phoenix em Movimento: Futuro Através do Esporte,2405691,Participação,Futebol/Tênis de Mesa/Vôlei de quadra_x000D_,27.146.063/0001-07,,SC,Sul,666186.0,0.0,666186.0,0.0,2025-02-14,2025-02-14,2027-01-13,2025,Captando,0.715,True
71000.043686/2024-57,Instituto Para o Desenvolvimento do Esporte e da Cultura - IDEC,Instituto Para o Desenvolvimento do Esporte e da Cultura - IDEC,2402003,Participação,Outros,01.688.611/0001-37,Rio de Janeiro,RJ,Sudeste,2172734.6,0.0,2172734.6,0.0,2024-10-11,2024-10-11,2026-10-01,2024,Captando,0.715,True
71000.039727/2024-19,Instituto Para o Desenvolvimento do Esporte e da Cultura - IDEC,“Participante do Edital LIE 2024 - Educa Esporte”,2401248,Participação,Atletismo/Vôlei de quadra/Futsal/Outros_x000D_,01.688.611/0001-37,Rio de Janeiro,RJ,Sudeste,2498893.05,0.0,2498893.05,0.0,2024-10-11,2024-10-11,2026-10-01,2024,Captando,0.715,True
71000.055069/2025-85,Associação Beneficente Vaz,Caminho do Guerreiro - Circuito Vaz Jiu-Jitsu,2501200,Participação,Jiu Jitsu,23.585.744/0001-10,São Paulo,SP,Sudeste,469326.83,0.0,469326.83,0.0,2025-09-05,2025-09-05,2027-08-14,2025,Captando,0.715,True
71000.102294/2025-18,Associação de Skate da Costeira do Pirajubae,Semana do Skate,2504304,Participação,"Street
/Vertical",19.391.338/0001-40,Florianópolis,SC,Sul,369530.92,0.0,369530.92,0.0,2026-03-11,2026-03-11,2028-02-12,2026,Captando,0.715,True
71000.054655/2025-11,Santa Cruz Country Club,Torneio de Inéditos,2501194,Participação,Golfe,90.153.750/0001-96,Santa Cruz do Sul,RS,Sul,224426.04,0.0,224426.04,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.715,True
71000.052434/2024-19,Instituto Mudar e Ampliar,420 Por Semana,2402862,Participação,Outros,08.602.293/0001-99,Rio de Janeiro,RJ,Sudeste,1479973.71,0.0,1479973.71,0.0,2024-10-11,2024-10-11,2026-10-01,2024,Captando,0.715,True
71000.085109/2025-13,Associação Nacional de Esportes,De Bem com a Vida - na Melhor Idade - Ano 4,2502446,Participação,Outros,06.134.874/0001-18,Santos,SP,Sudeste,359120.03,0.0,359120.03,0.0,2025-11-14,2025-11-14,2027-10-17,2025,Captando,0.715,True
71000.100826/2025-82,Clube Riograndense,"Somos Idosos, Não Velhos!",2503704,Participação,"Outros
/Yoga",91.364.240/0001-20,Montenegro,RS,Sul,298299.77,0.0,298299.77,0.0,2026-02-04,2026-02-04,2028-01-15,2026,Captando,0.715,True
71000.100898/2025-20,ADES - Agência de Desenvolvimento Econômico Social,Ginástica Livre - Aliança com a Terceira Idade - Ano III,2503851,Participação,Outros,09.515/344/0001-08,Sorocaba,SP,Sudeste,358649.15,0.0,358649.15,0.0,2026-02-04,2026-02-04,2028-01-15,2026,Captando,0.715,True
71000.072338/2024-97,Resolvi Mudar,"Corrida e Caminhada ""I LOVE RUN"" 2025",2405232,Participação,Corrida/Caminhada,27.705.798/0001-23,Ribeirão Preto,SP,Sudeste,88846.62,0.0,88846.62,0.0,2025-11-19,2025-11-19,2027-09-15,2025,Captando,0.715,True
71000.080981/2025-75,Núcleo Metropolitano de Esportes e Cidadania,SUPERA RUN - Circuito de Corrida e Caminhada - I Etapa Ano III,2502203,Participação,Corrida/Caminhada,11.221.114/0001-88,São Vicente,MG,Sudeste,200000.0,0.0,200000.0,0.0,2025-11-19,2025-11-19,2027-10-09,2025,Captando,0.715,True
71000.100897/2025-85,ADES - Agência de Desenvolvimento Econômico Social,Conexão Futebol Social,2503843,Participação,Outros,09.515/344/0001-08,Sorocaba,SP,Sudeste,159839.08,0.0,159839.08,0.0,2026-02-04,2026-02-04,2028-01-15,2026,Captando,0.715,True
71000.105037/2025-38,Associacao Uniao Adventure,Ampliando e Transformando Vida Através do Mountain Bike,2504108,Participação,Moutain Bike,40.601.136/0001-71,União da Vitória,PR,Sul,329892.26,0.0,329892.26,0.0,2026-02-04,2026-02-04,2028-01-15,2026,Captando,0.715,True
71000.102242/2025-41,Associacao Sorocabana de Futsal,Campeões do Futsal,2504275,Participação,Futsal,14.213.670/0001-09,Sorocaba,SP,Sudeste,215201.18,0.0,215201.18,0.0,2026-02-04,2026-02-04,2028-01-15,2026,Captando,0.715,True
71000.103568/2025-96,Santa Casa de Misericórdia de Belo Horizonte,4ª Corrida Santa Casa BH,2503429,Participação,Outros/Corrida/Caminhada,17.209.891/0001-93,Novo Horizonte,MG,Sudeste,425694.16,0.0,425694.16,0.0,2026-04-15,2026-04-15,2028-02-12,2026,Captando,0.715,True
71000.073145/2024-53,Instituto Remo Meu Rumo,Remando Rumo ao Futuro 2,2405479,Participação,Paracanoagem/Remo adaptado,20.057.732/0001-25,,SP,Sudeste,500073.44,0.0,500073.44,0.0,2025-02-19,2025-02-19,2027-02-10,2025,Captando,0.715,True
71000.053597/2024-19,Luta Pela Paz,Inspirando Campeões Ano IV,2402922,Participação,Boxe/Futebol/Judô/Outros/Corrida de Rua/Jiu Jitsu/Kickboxing/Muay Thai,09.300.383/0001-98,Rio de Janeiro,RJ,Sudeste,2499999.98,0.0,2499999.98,0.0,2024-10-09,2024-10-09,2026-10-01,2024,Captando,0.715,True
71000.053683/2024-21,Luta Pela Paz,Destemidas Ano VI,2402967,Participação,Corrida de Rua,09.300.383/0001-98,Rio de Janeiro,RJ,Sudeste,2500000.0,0.0,2500000.0,0.0,2024-10-09,2024-10-09,2026-10-01,2024,Captando,0.715,True
71000.056633/2025-87,Associação Atlética Banco do Brasil - AABB Rolim De Moura (RO),Jornada Esportiva - JESAB/2026,2501271,Participação,Tênis/Tênis de Mesa/Vôlei de quadra/Vôlei de praia/Futsal/Futebol 7 Society/Beach Tênis/Sinuca/Xadrez/Outros,22.821.318/0001-76,Rolim de Moura,RO,Norte,230389.68,0.0,230389.68,0.0,2025-09-19,2025-09-19,2027-08-14,2025,Captando,0.715,True
71000.074245/2024-05,Associação Cactus,Maratona Tech - ANO 2,2405950,Participação,Outros,36.642.475/0001-29,,CE,Nordeste,1625072.64,0.0,1625072.64,0.0,2024-12-27,2024-12-27,2026-12-04,2024,Captando,0.715,True
71000.056719/2025-18,Hand 7 Associação,Quero Viver Ano 2,2501299,Participação,Outros,14.963.654/0001-25,Ipatinga,MG,Sudeste,398812.43,0.0,398812.43,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.715,True
71000.053946/2024-01,Instituto Meninos Por do Sol-IMP,Maratona Monumental de Brasília,2402987,Participação,Outros,22.422.062/0001-24,Brasília,DF,Centro-Oeste,1429119.21,0.0,1429119.21,0.0,2024-10-16,2024-10-16,2026-10-01,2024,Captando,0.715,True
71000.072290/2024-17,Instituto Avançado de Esporte e Educação - IAEE,Jogo das Estrelas,2405206,Participação,Futebol,30.065.854/0001-17,Rio de Janeiro,RJ,Sudeste,973468.06,0.0,973468.06,0.0,2025-05-16,2025-05-16,2027-04-14,2025,Captando,0.715,True
71000.065297/2024-82,"Associacao Pela Cidadania, Esporte, Cultura e Educacao - ACECE",Corrida Kids,2404328,Participação,Outros,05.659.937/0001-97,,SP,Sudeste,712577.2,0.0,712577.2,0.0,2025-01-17,2025-01-17,2026-12-18,2025,Captando,0.715,True
71000.056038/2024-61,Instituto ESAON,Circuito XTerra - Ano I,2403158,Participação,Outros/Cross-Country,12.300.465/0001-47,Rio de Janeiro,RJ,Sudeste,2417474.68,0.0,2417474.68,0.0,2024-10-31,2024-10-31,2026-10-14,2024,Captando,0.715,True
71000.056024/2024-47,Instituto ESAON,De Braços Abertos 4,2403147,Participação,Corrida/Caminhada,12.300.465/0001-47,Rio de Janeiro,RJ,Sudeste,2200021.48,0.0,2200021.48,0.0,2024-10-31,2024-10-31,2026-10-14,2024,Captando,0.715,True
71000.049747/2024-90,Confederação Brasileira de Canoagem,Canoagem Brasileira - Núcleos Regionais Sul/Sudeste,2402645,Participação,Canoagem Velocidade/Paracanoagem,92.893.155/0038-04,Curitiba,PR,Sul,1150435.06,0.0,1150435.06,0.0,2024-10-31,2024-10-31,2026-10-14,2024,Captando,0.715,True
71000.041612/2024-86,"APABB - Associação de Pais, Amigos e Pessoas com Deficiência, de Funcionários do Banco do Brasil e da Comunidade","Participante do Edital LIE 2024 - Projeto Movimento Inclusivo, APABB União",2401527,Participação,Futsal/Outros,58.106.519/0001-39,São Paulo,SP,Sudeste,849479.29,0.0,849479.29,0.0,2025-06-04,2025-06-04,2027-05-29,2025,Captando,0.715,True
71000.076448/2024-28,Instituto Badminton em Palafitas,Badminton em Palafitas,2406054,Participação,Badminton,50.323.842/0001-52,,AP,Norte,979959.83,0.0,979959.83,0.0,2025-02-21,2025-02-21,2027-02-10,2025,Captando,0.715,True
71000.039716/2024-21,Instituto Para o Desenvolvimento do Esporte e da Cultura - IDEC,"""Participante do Edital LIE 2024 - PID – Programa de Iniciação Desportiva""",2401245,Participação,Badminton/Handebol Indoor/Vôlei de quadra/Futsal/Outros,01.688.611/0001-37,Rio de Janeiro,RJ,Sudeste,2494883.58,0.0,2494883.58,0.0,2024-10-11,2024-10-11,2026-10-01,2024,Captando,0.715,True
71000.103542/2025-48,Instituto Renovar da Região de Carajás e Lago de Tucuruí,Jabolei,2503409,Participação,Vôlei de praia,24.189.260/0001-15,Nova Ipixuna,PA,Norte,313690.97,0.0,313690.97,0.0,2026-03-06,2026-03-06,2028-02-12,2026,Captando,0.715,True
71000.103319/2025-09,Instituto Desportivo Costa do Descobrimento,Corridinha Kids do Descobrimento e Corrida Indígena do Descobrimento,2504400,Participação,Outros,38.075.010/0001-69,Porto Seguro,BA,Nordeste,417089.15,0.0,417089.15,0.0,2026-03-06,2026-03-06,2028-02-12,2026,Captando,0.715,True
71000.103318/2025-56,Instituto Desportivo Costa do Descobrimento,Juntos na Rede,2503311,Participação,Outros,38.075.010/0001-69,Porto Seguro,BA,Nordeste,286361.56,0.0,286361.56,0.0,2026-03-06,2026-03-06,2028-02-12,2026,Captando,0.715,True
71000.050267/2025-52,"A Liga Independente Esportiva, Cultural, Social e Educacional",Corrida e Caminhada Liga e Ação 2,2501051,Participação,Corrida/Caminhada,14.327.022/0001-75,Ribeirão Preto,SP,Sudeste,211052.04,0.0,211052.04,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.715,True
71000.047709/2025-83,Clube de Regatas Cascavel,Remando para o Futuro - Ano V,2500960,Participação,Canoagem Velocidade,10.694.457/0001-05,Cascavel,PR,Sul,462973.05,0.0,462973.05,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.715,True
71000.066710/2025-15,Fundação Municipal de Esportes,Abertura da Olimpíada Entre Empresas de Timbó,2501589,Participação,Outros,86.843.596/0001-07,Timbó,SC,Sul,362572.9,0.0,362572.9,0.0,2025-09-19,2025-09-19,2027-09-15,2025,Captando,0.715,True
71000.073237/2025-14,Associacao Desportiva Thithas,Mais Saúde - Núcleo Sol Nascente,2501809,Participação,Outros,26.312.873/0001-23,Cascavel,PR,Sul,193658.5,0.0,193658.5,0.0,2025-09-24,2025-09-24,2027-09-15,2025,Captando,0.715,True
71000.041211/2025-15,Lar Paulo de Tarso,Escola de Basquete - Solar Meninos de Luz - 3ª Edição,2500716,Participação,Basquete 3x3,29.274.131/0001-49,Rio de Janeiro,RJ,Sudeste,367041.64,0.0,367041.64,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.715,True
