processo,proponente,nome_projeto,sli,manifestacao,modalidade_esportiva,cnpj,municipio,uf,regiao,valor_aprovado,valor_captado,saldo_disponivel,percentual_captado,data_publicacao,data_inicio_captacao,data_fim_captacao,ano_aprovacao,status,score_prioridade,is_real
71000.063735/2024-78,Instituto Cesar Cielo,Novos Cielos Núcleo de Base 5,2404094,Educacional,Natação,12.323.740/0001-48,,SC,Sul,1070444.47,0.0,1070444.47,0.0,2024-12-13,2024-12-13,2026-12-04,2024,Captando,0.685,True
71000.080829/2025-92,Associação Municipal da Organização Mundial para a Educação Pré-Escolar do Estado de Mato Grosso - OMEP/BR/MT/CBA,Circuito Inclusivo,2502169,Educacional,Futebol de 5/Outros/Futsal_x000D_/,05.412.684/0001-52,Cuiabá,MT,Centro-Oeste,388724.15,0.0,388724.15,0.0,2026-01-07,2026-01-07,2027-12-11,2026,Captando,0.685,True
71000.086510/2025-71,Associação Esportiva Eleutério Combat,Construindo o Meu Amanhã,2502484,Educacional,Jiu Jitsu,37.571.543/0001-79,Canaã dos Carajás,SP,Sudeste,497781.0,0.0,497781.0,0.0,2026-01-07,2026-01-07,2027-12-11,2026,Captando,0.685,True
71000.102053/2025-79,"Instituto de desenvolvimento Esportivo e Lazer, Educacional e Cultural - Eudaimonia",Projeto Super Ação,2504596,Educacional,Kiorugui,32.536.136/0001-07,Maricá,RJ,Sudeste,305937.34,0.0,305937.34,0.0,2026-04-24,2026-04-24,2028-02-12,2026,Captando,0.685,True
71000.104741/2025-73,Instituto Rafa Stabile,Além da Quadra,2503881,Educacional,Basquete,56.152.034/0001-56,Flores da Cunha,RS,Sul,312580.0,0.0,312580.0,0.0,2026-04-10,2026-04-10,2028-03-27,2026,Captando,0.685,True
71000.073599/2024-24,Instituto Projeto Esportivo e Sociocultural JB12,Esporte e Cidadania,2405628,Educacional,Futsal,30.560.405/0001-45,,SP,Sudeste,569789.0,0.0,569789.0,0.0,2025-02-12,2025-02-12,2026-12-18,2025,Captando,0.685,True
71000.072393/2024-87,Instituto Jessiquinha 12,Atrevidos da Bola,2405282,Educacional,Futsal,48.078.206/0001-60,,SP,Sudeste,575080.68,0.0,575080.68,0.0,2025-02-12,2025-02-12,2026-12-18,2025,Captando,0.685,True
71000.072309/2025-14,Associação Atlética Banco do Brasil Seara,Padel Social,2501745,Educacional,Padel,83.505.875/0001-72,Seara,SC,Sul,429112.28,0.0,429112.28,0.0,2026-01-07,2026-01-07,2027-12-11,2026,Captando,0.685,True
71000.060755/2025-78,Associação Amigos da Equoterapia de Biguaçu,Programa Equoterapia para todos Biguaçu-SC,2501323,Educacional,Adestramento Paraesquetre/Outros,46.266.932/0001-81,Biguaçu,SC,Sul,434123.2,0.0,434123.2,0.0,2026-01-07,2026-01-07,2027-12-11,2026,Captando,0.685,True
71000.105750/2025-81,Associação Atlética Modern Training (AAMT),Aprendendo na Areia: Ensino do Vôlei de Praia,2504288,Educacional,Vôlei de praia,52.273.426/0001-12,Wenceslau Braz,PR,Sul,226671.12,0.0,226671.12,0.0,2026-04-17,2026-04-17,2028-03-27,2026,Captando,0.685,True
71000.105608/2025-34,Associação de Judô Meiyo - A.J.M.,Judô Para a Vida,2504214,Educacional,Judô,53.709.857/0001-41,Batatais,SP,Sudeste,448815.4,0.0,448815.4,0.0,2026-04-24,2026-04-24,2028-03-27,2026,Captando,0.685,True
71000.102956/2025-50,Associação Manaus Cavaliers de Futebol Americano,Cavalo de Aço,2504727,Educacional,Futebol,18.937.537/0001-48,Manaus,AM,Norte,244078.95,0.0,244078.95,0.0,2026-04-24,2026-04-24,2028-04-09,2026,Captando,0.685,True
71000.105999/2025-97,Associação de Karatê Esportivo Okami,Karatê: Transformando Vidas e Fortalecendo Comunidade,2505314,Educacional,Outros,33.533.382/0001-78,Ji-Paraná,RO,Norte,172833.96,0.0,172833.96,0.0,2026-04-24,2026-04-24,2028-04-09,2026,Captando,0.685,True
71000.055113/2025-57,Clube dos Tenistas da Bahia,Festival de Esportes da Bahia,2501213,Participação,Corrida de Rua,23.146.328/0001-16,Salvador,BA,Nordeste,940459.52,0.0,940459.52,0.0,2025-09-05,2025-09-05,2027-08-14,2025,Captando,0.655,True
71000.071214/2024-94,Federação de Voleibol Master do Rio de Janeiro,Brasil Open de Vôlei Master,2405125,Participação,Outros,02.366.307/0001-36,,RJ,Sudeste,2480333.68,0.0,2480333.68,0.0,2025-02-12,2025-02-12,2026-12-18,2025,Captando,0.655,True
71000.048088/2025-55,Associação Desportiva Esporte Mais Feliz,Basquete Master ANO 2,2501023,Participação,Basquete,03.966.713/0001-00,Bauru,SP,Sudeste,672722.58,0.0,672722.58,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.655,True
71000.104580/2025-18,Instituto Ginasloucos,Projeto Ginaslouquinhos - Ginástica Artística e Cidadania,2503814,Participação,Ginástica Artística,01.950.971/0001-65,Dourados,MS,Centro-Oeste,513619.4,0.0,513619.4,0.0,2026-04-17,2026-04-17,2028-04-09,2026,Captando,0.655,True
71000.036933/2025-40,Instituto Novo Ser - Acessibilidade Plena e Inclusão Social,Praia para todos - Lazer e Desporto Adaptados nas Praias,2500527,Participação,Categoria Especial,05.621.379/0001-70,Rio de Janeiro,RJ,Sudeste,2499634.54,0.0,2499634.54,0.0,2025-09-05,2025-09-05,2027-06-12,2025,Captando,0.655,True
71000.100642/2025-12,Federação Mineira de Atletismo - FMA,Festival Pro Índice,2504434,Participação,Atletismo,16.681.223/0001-00,Belo Horizonte,MG,Sudeste,674684.55,0.0,674684.55,0.0,2026-04-17,2026-04-17,2028-04-09,2026,Captando,0.655,True
71000.093585/2025-16,"Instituto Social Vem, Vamos Fazer Acontecer - ISVFA",Amazônia Esportiva – Oficina com Torneio,2503407,Participação,"Outros
/Xadrez",50.745.006/0001-66,Manaus,AM,Norte,769435.84,0.0,769435.84,0.0,2026-03-11,2026-03-11,2028-02-27,2026,Captando,0.655,True
71000.100842/2025-75,Clube Campineiro de Regatas e Natação,Basquete Touro Indomável - Ano II,2503754,Participação,Basquete,45.994.837/0001-31,Campinas,SP,Sudeste,799030.0,0.0,799030.0,0.0,2026-04-24,2026-04-24,2028-02-12,2026,Captando,0.655,True
71000.044785/2025-37,IHN-Instituição do Homem Novo,Bola Certa,2500817,Participação,Futebol,07.700.355/0001-32,Paraíba do Sul,RJ,Sudeste,878213.15,0.0,878213.15,0.0,2025-09-05,2025-09-05,2027-08-14,2025,Captando,0.655,True
71000.080830/2025-17,Liga Desportiva Caldas Novas,Caldas Cup,2502170,Participação,Futebol,16.657.267/0001-96,Caldas Novas,GO,Centro-Oeste,570521.21,0.0,570521.21,0.0,2025-11-12,2025-11-12,2027-10-09,2025,Captando,0.655,True
71000.080831/2025-61,Liga Desportiva Caldas Novas,Dipri team,2502189,Participação,Moutain Bike,16.657.267/0001-96,Caldas Novas,GO,Centro-Oeste,749069.96,0.0,749069.96,0.0,2025-11-12,2025-11-12,2027-10-09,2025,Captando,0.655,True
71000.041380/2024-66,"Confederação Brasileira de Culturismo, Musculação e Fitness",Participante do Edital LIE 2024 - Academias do Brasil V,2401498,Participação,Ginástica Aeróbica/Culturismo e musculação_x000D_,50.082.767/0001-85,Camaçari,BA,Nordeste,2332057.6,0.0,2332057.6,0.0,2025-06-11,2025-06-11,2027-05-29,2025,Captando,0.655,True
71000.041379/2024-31,"Confederação Brasileira de Culturismo, Musculação e Fitness",Participante do Edital LIE 2024 - Academias do Brasil IV,2401492,Participação,Ginástica Aeróbica/Culturismo e musculação_x000D_,50.082.767/0001-85,Camaçari,BA,Nordeste,2332057.6,0.0,2332057.6,0.0,2025-06-11,2025-06-11,2027-05-29,2025,Captando,0.655,True
71000.041381/2024-19,"Confederação Brasileira de Culturismo, Musculação e Fitness",Participante do Edital LIE 2024 - Academias do Brasil VI,2401500,Participação,Ginástica Aeróbica/Culturismo e musculação_x000D_,50.082.767/0001-85,Camaçari,BA,Nordeste,2332057.6,0.0,2332057.6,0.0,2025-06-11,2025-06-11,2027-05-29,2025,Captando,0.655,True
71000.102011/2025-38,Município de Itabira,Academia ao Ar Livre,2504032,Participação,Outros,18.299.446/0001-24,Itabira,MG,Sudeste,974424.82,0.0,974424.82,0.0,2026-02-04,2026-02-04,2028-01-15,2026,Captando,0.655,True
71000.074064/2024-71,Instituto de Desenvolvimento Humano dom Pixote,Gerações em Jogo - Projeto Social Esportivo de Futsal,2405795,Participação,Futsal,31.315.120/0001-01,,RJ,Sudeste,1753343.8,0.0,1753343.8,0.0,2025-02-19,2025-02-19,2027-02-10,2025,Captando,0.655,True
71000.073273/2024-05,Instituto Teko Porã,Esporte no Parque,2405527,Participação,Outros/Beach Tênis/Outros,07.672.403/0001-26,,SP,Sudeste,2292233.97,0.0,2292233.97,0.0,2025-02-14,2025-02-14,2027-02-10,2025,Captando,0.655,True
71000.073603/2024-54,Instituto Novas Atitudes Transformam o Amanhã,Longa Vida - Prática de Atividades Físicas Integrada,2405630,Participação,Ginástica Aeróbica/Outros_x000D_,02.286.861/0001-03,,RJ,Sudeste,1000752.34,0.0,1000752.34,0.0,2025-02-12,2025-02-12,2027-01-13,2025,Captando,0.655,True
71000.084852/2025-56,Associação Crianças do Amanhã,Esporte Cidadania – Módulo Lutas,2502390,Participação,Judô/Para-Taekwondo/Outros_x000D_,09.068.801/0001-63,Itabira,MG,Sudeste,506001.18,0.0,506001.18,0.0,2025-12-31,2025-12-31,2027-12-11,2025,Captando,0.655,True
71000.081015/2025-75,Instituto Mano Down,3º Mano Down Futebol Clube,2502226,Participação,Futsal,23.684.121/0001-03,Belo Horizonte,MG,Sudeste,814094.09,0.0,814094.09,0.0,2025-11-12,2025-11-12,2027-10-09,2025,Captando,0.655,True
71000.094169/2025-27,Associação Mineira de Futebol Americano BH EAGLES,Galo Flag,2503328,Participação,Futebol Americano,23.270.413/0001-91,Belo Horizonte,MG,Sudeste,510762.47,0.0,510762.47,0.0,2026-02-04,2026-02-04,2028-01-15,2026,Captando,0.655,True
71000.093122/2025-46,Associacao Projeto Esporte e Vida,Circuito Confiança,2502867,Participação,Outros,09.248.745/0001-49,São Bernardo do Campo,SP,Sudeste,784395.6,0.0,784395.6,0.0,2026-02-04,2026-02-04,2028-01-15,2026,Captando,0.655,True
71000.020563/2025-29,Associação Arena Hub,Seminários Arena Hub,2500005,Participação,Outros,36.685.813/0001-00,São Paulo,SP,Sudeste,2075618.4,0.0,2075618.4,0.0,2025-05-30,2025-05-30,2027-04-14,2025,Captando,0.655,True
71000.070511/2024-12,"Associação de Cultura, Esporte e Lazer Pace3",Circuito Pace_IBIS de Corrida de Rua e Caminhada,2405041,Participação,Corrida de Rua/Corrida/Caminhada_x000D_,27.097.499/0001-53,,MG,Sudeste,1444176.59,0.0,1444176.59,0.0,2025-01-15,2025-01-15,2026-12-18,2025,Captando,0.655,True
71000.041353/2024-93,"Confederação Brasileira de Culturismo, Musculação e Fitness",Participante do Edital LIE 2024 - Academias do Brasil II,2401486,Participação,Ginástica Aeróbica/Culturismo e musculação_x000D_,50.082.767/0001-85,Camaçari,BA,Nordeste,2332057.6,0.0,2332057.6,0.0,2025-06-11,2025-06-11,2027-05-29,2025,Captando,0.655,True
71000.041378/2024-97,"Confederação Brasileira de Culturismo, Musculação e Fitness",Participante do Edital LIE 2024 - Academias do Brasil III,2401488,Participação,Ginástica Aeróbica/Culturismo e musculação_x000D_,50.082.767/0001-85,Camaçari,BA,Nordeste,2332057.6,0.0,2332057.6,0.0,2025-06-11,2025-06-11,2027-05-29,2025,Captando,0.655,True
71000.065302/2024-57,Instituto Novos Talentos,Corrida e Caminhada II,2404337,Participação,Corrida/Caminhada,08.415.691/0001-04,,RJ,Sudeste,1868301.6,0.0,1868301.6,0.0,2025-01-15,2025-01-15,2026-12-18,2025,Captando,0.655,True
71000.084857/2025-89,Instituto Paranoel,Corrida Pará Noel,2502394,Participação,Corrida de Rua,44.224.320/0001-09,Rio de Janeiro,RJ,Sudeste,681544.81,0.0,681544.81,0.0,2025-11-14,2025-11-14,2027-10-17,2025,Captando,0.655,True
71000.104427/2025-91,Associação Crista de Mocos de Sorocaba,ACM Sorocaba Esportes - FEFISO,2503712,Participação,"Atletismo/Basquete
/Handebol Indoor
/Natação/Futsal/Outros",71.488.928/0001-05,Sorocaba,SP,Sudeste,869255.71,0.0,869255.71,0.0,2026-03-11,2026-03-11,2028-02-12,2026,Captando,0.655,True
71000.080466/2025-95,Federação Maranhense de Futevôlei- FMFV,Campeonato Brasileiro de Futevôlei - Etapa Maranhão 2025,2502077,Participação,Futevôlei,21.616.734/0001-70,São Luís,MA,Nordeste,986046.3,0.0,986046.3,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.655,True
71000.103490/2025-18,SHABUREYA Futebol Clube,SHABUREYA Futebol Sustentável,2503360,Participação,Futebol,24.347.884/0001-13,Curitiba,PR,Sul,678595.84,0.0,678595.84,0.0,2026-03-13,2026-03-13,2028-02-12,2026,Captando,0.655,True
71000.059026/2024-98,Associação Esportiva Erechim Futuro,Vôlei Erechim Futuro,2403428,Participação,Vôlei de quadra,35.485.041/0001-08,,RS,Sul,1521093.93,0.0,1521093.93,0.0,2025-02-19,2025-02-19,2026-12-23,2025,Captando,0.655,True
71000.102077/2025-28,Instituto Cultura Urbana,PraEllas,2504601,Participação,"Outros
/Futsal",14.434.311/0001-73,Rio de Janeiro,RJ,Sudeste,613900.0,0.0,613900.0,0.0,2026-03-13,2026-03-13,2028-02-12,2026,Captando,0.655,True
71000.070044/2024-21,Associação Esportiva Cultural e Educacional Abraço Campeão,Centro de Treinamento Abraço Campeão,2404923,Participação,Boxe/Outros/,28.218.528/0001-50,,RJ,Sudeste,2833678.81,0.0,2833678.81,0.0,2025-02-14,2025-02-14,2027-02-10,2025,Captando,0.655,True
71000.063527/2024-79,Instituto Brasileiro de Arte e Cultura - IBART,Copa Nordeste de Futebol Feminino,2403922,Participação,Futebol,23.092.461/0001-37,,PE,Nordeste,2500000.0,0.0,2500000.0,0.0,2025-02-14,2025-02-14,2027-02-10,2025,Captando,0.655,True
71000.073611/2024-09,Instituto Sandro Dias,Skate Run,2405635,Participação,Outros,34.784.649/0001-62,,SP,Sudeste,1458270.9,0.0,1458270.9,0.0,2025-02-12,2025-02-12,2027-01-13,2025,Captando,0.655,True
71000.081040/2025-59,Instituto de Mães e Pais da Vila Verde,Tatame Cidadão,2502236,Participação,Jiu Jitsu,08.112.994/0001-40,São Luís,MA,Nordeste,502533.21,0.0,502533.21,0.0,2026-01-07,2026-01-07,2027-12-11,2026,Captando,0.655,True
71000.094497/2025-23,Associação Esportiva da Comunidade do Quilombo,AtivaMente Quilombo,2503235,Participação,Ginástica Aeróbica,47.016.232/0001-00,Divinópolis,MG,Sudeste,743957.23,0.0,743957.23,0.0,2025-12-31,2025-12-31,2027-12-11,2025,Captando,0.655,True
71000.065296/2024-38,"Associacao Pela Cidadania, Esporte, Cultura e Educacao - ACECE",Wsoul,2404327,Participação,Corrida de Rua,05.659.937/0001-97,,SP,Sudeste,1138461.81,0.0,1138461.81,0.0,2025-01-17,2025-01-17,2026-12-18,2025,Captando,0.655,True
71000.069503/2024-23,"Associacao Pela Cidadania, Esporte, Cultura e Educacao - ACECE",ACECE Corrida,2404687,Participação,Corrida de Rua,05.659.937/0001-97,,SP,Sudeste,1675844.0,0.0,1675844.0,0.0,2025-01-17,2025-01-17,2026-12-18,2025,Captando,0.655,True
71000.069504/2024-78,"Associacao Pela Cidadania, Esporte, Cultura e Educacao - ACECE",Adventure Challenge,2404688,Participação,Atletismo,05.659.937/0001-97,,SP,Sudeste,1543544.0,0.0,1543544.0,0.0,2025-01-17,2025-01-17,2026-12-18,2025,Captando,0.655,True
71000.059941/2024-83,Plan International Brasil,Codó – Líderes da Mudança,2403512,Participação,Futebol,02.326.629.0001-51,São Luís,MA,Nordeste,1478229.72,0.0,1478229.72,0.0,2025-05-23,2025-05-23,2027-05-15,2025,Captando,0.655,True
71000.065128/2024-42,Plan International Brasil,São Luís – Líderes da Mudança,2404249,Participação,Futebol,02.326.629.0001-51,São Luís,MA,Nordeste,1625106.34,0.0,1625106.34,0.0,2025-05-23,2025-05-23,2027-05-15,2025,Captando,0.655,True
71000.065129/2024-97,Plan International Brasil,Salvador – Líderes da Mudança,2404252,Participação,Futebol,02.326.629.0001-51,São Luís,MA,Nordeste,1958365.38,0.0,1958365.38,0.0,2025-05-23,2025-05-23,2027-05-15,2025,Captando,0.655,True
71000.102540/2025-31,Instituto Soplos,Arena de Verão Lance de Craque,2502582,Participação,Beach Soccer/Beach Tênis/Futevôlei,20.631.618/0001-67,Montenegro,RS,Sul,667132.47,0.0,667132.47,0.0,2025-11-14,2025-11-14,2027-10-17,2025,Captando,0.655,True
71000.084721/2025-79,Mundaú Mundo Negócios Sociais,Trilhas da Mundaú,2502353,Participação,Atletismo/Outros/Corrida/Caminhada,49.445.079/0001-53,Maceió,AL,Nordeste,740576.24,0.0,740576.24,0.0,2025-11-14,2025-11-14,2027-10-17,2025,Captando,0.655,True
71000.034354/2025-62,Instituto Sempre Amigos,Conexão E- Sports 7,2500436,Participação,Outros,14.743.642/0001-95,São Paulo,SP,Sudeste,2492360.0,0.0,2492360.0,0.0,2025-06-18,2025-06-18,2027-06-12,2025,Captando,0.655,True
71000.035556/2025-21,Instituto Sempre Amigos,Só Quero Pedalar VIII,2500472,Participação,Outros,14.743.642/0001-95,São Paulo,SP,Sudeste,2479477.5,0.0,2479477.5,0.0,2025-06-18,2025-06-18,2027-06-12,2025,Captando,0.655,True
71000.072295/2025-21,Associação Esporte +,Esporte + Natação Paralímpica - Ano IV,2501739,Participação,Natação,24.967.940/0001-12,Porto Alegre,RS,Sul,544977.75,0.0,544977.75,0.0,2025-11-12,2025-11-12,2027-10-09,2025,Captando,0.655,True
71000.086799/2025-28,Instituto Life,Corrida Passo a Passo,2502544,Participação,Corrida de Rua,19.501.841/0001-00,São Joaquim da Barra,SP,Sudeste,834140.33,0.0,834140.33,0.0,2025-11-19,2025-11-19,2027-10-17,2025,Captando,0.655,True
71000.084751/2025-85,"Instituto Paraense de Desporto, Educação, Cultura e Desenvolvimento Social Samurai-Zen",Projeto: Formando Campeões do Amanhã,2502371,Participação,Boxe/Judô/Kata/Kumite/Capoeira/Jiu Jitsu,09.021.952/0001-66,Parauapebas,PA,Norte,789024.36,0.0,789024.36,0.0,2025-11-19,2025-11-19,2027-10-17,2025,Captando,0.655,True
71000.065130/2024-11,Plan International Brasil,Teresina – Líderes da Mudança,2404426,Participação,Futebol/Handebol Indoor/Outros_x000D_,02.326.629.0001-51,São Luís,MA,Nordeste,1439973.07,0.0,1439973.07,0.0,2025-05-23,2025-05-23,2027-05-15,2025,Captando,0.655,True
71000.029733/2025-31,Ação Concreta ONG Esportiva e Cultural,Circuito 4 Estações 1,2500325,Participação,Corrida de Rua,05.780.423/0001-95,São Paulo,SP,Sudeste,2494919.36,0.0,2494919.36,0.0,2025-05-28,2025-05-28,2027-05-15,2025,Captando,0.655,True
71000.069336/2024-11,Fundação Special Olympics Brasil - Promoção de Esportes,Festival de Vivências Inclusivas,2404580,Participação,Atletismo/Futebol de 5/Outros,09.640.867/0001-86,,SP,Sudeste,1073808.73,0.0,1073808.73,0.0,2025-02-12,2025-02-12,2026-12-18,2025,Captando,0.655,True
71000.101871/2025-54,Associação de Apoio a Cultura e Esporte de Santa Catarina,Circuito Corrida e Caminhada da Comunidade - Etapas 3 e 4,2503334,Participação,Corrida de Rua,08.764.215/0001-90,Balneário Camboriú,SC,Sul,554045.68,0.0,554045.68,0.0,2026-01-09,2026-01-09,2027-12-11,2026,Captando,0.655,True
71000.104182/2025-00,"ACECE - Associacao Cearense de Esporte, Cultura e Educação",Mulheres no Basquete Cearense,2503556,Participação,Basquete,16.602.563/0001-90,Fortaleza,CE,Nordeste,726830.07,0.0,726830.07,0.0,2026-01-09,2026-01-09,2027-12-23,2026,Captando,0.655,True
71000.074244/2024-52,Associacao Cactus,Movimento Cactus,2405889,Participação,Outros,36.642.475/0001-29,,CE,Nordeste,1070942.24,0.0,1070942.24,0.0,2025-02-26,2025-02-26,2027-02-10,2025,Captando,0.655,True
71000.072833/2024-04,Associação Caminhando Juntos para o Amanhã Melhor,Fit House,2405358,Participação,Outros,15.471.208/0001-66,,SP,Sudeste,2427334.25,0.0,2427334.25,0.0,2025-02-26,2025-02-26,2027-02-10,2025,Captando,0.655,True
71000.084898/2025-75,Associação Cultural Desportiva Sapucaiense de Capoeira,Virando o Jogo,2502407,Participação,Outros/Capoeira,26.181.953/0001-97,Charqueadas,RS,Sul,533985.1,0.0,533985.1,0.0,2025-12-31,2025-12-31,2027-12-11,2025,Captando,0.655,True
71000.076612/2024-05,Associação Mariliense de Esportes Inclusivos,Elo IV - O esporte como ferramenta de inclusão social,2406138,Participação,Atletismo/Natação/Natação,05.560.548/0001-00,,PR,Sul,1037839.12,0.0,1037839.12,0.0,2025-02-19,2025-02-19,2027-02-10,2025,Captando,0.655,True
71000.052211/2025-32,Instituto Terra de Inclusão e Disseminação da Visão Positiva da Deficiência,Natureza de Criança - Ano V,2501104,Participação,Outros,07.705.037/0001-64,São Paulo,SP,Sudeste,782602.3,0.0,782602.3,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.655,True
71000.043885/2025-46,Lar Paulo de Tarso,Escola de Judô - Meninos de Luz - 7ª Edição,2500778,Participação,Judô,29.274.131/0001-49,Rio de Janeiro,RJ,Sudeste,541028.48,0.0,541028.48,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.655,True
71000.037521/2025-27,OSCIP - Instituto NOVA Aliança,Instituto Nova Aliança de Futsal Down,2500557,Participação,Futsal,07.422.583/0001-98,Indaiatuba,SP,Sudeste,729224.7,0.0,729224.7,0.0,2025-09-11,2025-09-11,2027-08-14,2025,Captando,0.655,True
71000.104188/2025-79,União Duovizinhense de Futebol - UDF,Gol de Placa,2503563,Participação,Futebol,23.738.697/0001-06,Dois Vizinhos,PR,Sul,728913.4,0.0,728913.4,0.0,2026-03-06,2026-03-06,2028-02-12,2026,Captando,0.655,True
71000.104976/2025-65,União Duovizinhense de Futebol - UDF,Gol de Placa,2504027,Participação,Futebol,23.738.697/0001-06,Dois Vizinhos,PR,Sul,572866.95,0.0,572866.95,0.0,2026-03-06,2026-03-06,2028-02-12,2026,Captando,0.655,True
71000.062069/2025-31,Instituto Inspiração Paradesportiva,Nado Artístico para Todos 6,2501361,Participação,Outros,24.197.080/0001-85,São Paulo,SP,Sudeste,562167.98,0.0,562167.98,0.0,2025-09-19,2025-09-19,2027-09-15,2025,Captando,0.655,True
71000.074041/2024-66,Federação Amazonense de Futebol Amador,Vila Esportiva - Norte,2405784,Participação,Natação/Futsal/Jiu Jitsu/Outros,11.622.861/0001-28,,AC,Norte,1790177.8,0.0,1790177.8,0.0,2025-02-19,2025-02-19,2027-02-10,2025,Captando,0.655,True
71000.029732/2025-96,Ação Concreta ONG Esportiva e Cultural,Circuito 4 Estações 2,2500324,Participação,Corrida de Rua,05.780.423/0001-95,São Paulo,SP,Sudeste,2495239.36,0.0,2495239.36,0.0,2025-05-28,2025-05-28,2027-05-15,2025,Captando,0.655,True
71000.070279/2024-12,Associação Atletica Banco do Brasil Patos,Projeto Piscina AABB Patos - PB,2404954,Participação,Natação,09.275.074/0001-05,,PB,Nordeste,1273691.49,0.0,1273691.49,0.0,2025-01-15,2025-01-15,2026-12-18,2025,Captando,0.655,True
71000.069179/2024-43,Instituto Sociocultural Vitor Orsolon,Breaking Brasil,2404530,Participação,Breakdance,19.167.266/0001-51,São Paulo,SP,Sudeste,2484732.88,0.0,2484732.88,0.0,2025-06-13,2025-06-13,2027-04-14,2025,Captando,0.655,True
71000.105006/2025-87,Associação São Cristóvão de Esportes,Lutando por Qualidade de Vida,2504085,Participação,Boxe/Judô/Jiu Jitsu,49.411.200/0001-26,Valinhos,SP,Sudeste,689800.0,0.0,689800.0,0.0,2026-02-06,2026-02-06,2028-01-15,2026,Captando,0.655,True
71000.027993/2025-71,Trabalho de Iniciativa Ambiental Desportiva e Educacional - TRIADE,Saúde Não Tem Idade,2500184,Participação,Outros/Corrida/Caminhada,05.055.000/0001-02,Rio de Janeiro,RJ,Sudeste,1567333.39,0.0,1567333.39,0.0,2025-05-09,2025-05-09,2027-04-14,2025,Captando,0.655,True
71000.028010/2025-14,Trabalho de Iniciativa Ambiental Desportiva e Educacional - TRIADE,Azul em Movimento,2500243,Participação,Outros,05.055.000/0001-02,Rio de Janeiro,RJ,Sudeste,1512650.33,0.0,1512650.33,0.0,2025-05-09,2025-05-09,2027-04-14,2025,Captando,0.655,True
71000.073786/2024-16,Sistema Brasileiro Pro Arte Saúde e Meio Ambiente,Escola de Vôlei Co-League Norte e Nordeste I,2405705,Participação,Vôlei de quadra,12.425.391/0001-75,,SP,Sudeste,1014965.35,0.0,1014965.35,0.0,2025-02-21,2025-02-21,2027-02-10,2025,Captando,0.655,True
71000.038134/2025-16,Associação Paradesportiva Jr - SP,A Pessoa com Deficiência Intelectual em Ação - Esporte e Inclusão - Ano V,2500580,Participação,Atletismo/Ginástica Artística/Natação_x000D_,04.594.796/0001-09,São Paulo,SP,Sudeste,761675.22,0.0,761675.22,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.655,True
71000.027013/2025-31,Associacao Desportiva Recreativa Cultural Mundo Melhor,Music Run - Ano 7,2500175,Participação,Corrida de Rua,11.848.522/0001-64,São Paulo,SP,Sudeste,857802.95,0.0,857802.95,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.655,True
71000.028059/2025-77,Associacao Desportiva Recreativa Cultural Mundo Melhor,Corrida do Gari - Ano 3,2500203,Participação,Corrida de Rua,11.848.522/0001-64,São Paulo,SP,Sudeste,857802.95,0.0,857802.95,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.655,True
71000.028060/2025-00,Associacao Desportiva Recreativa Cultural Mundo Melhor,Recicla Run - Ano 3,2500204,Participação,Corrida de Rua,11.848.522/0001-64,São Paulo,SP,Sudeste,851685.0,0.0,851685.0,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.655,True
71000.028061/2025-46,Associacao Desportiva Recreativa Cultural Mundo Melhor,Rolling Music Run,2500282,Participação,Corrida de Rua,11.848.522/0001-64,São Paulo,SP,Sudeste,857802.95,0.0,857802.95,0.0,2025-09-03,2025-09-03,2027-08-14,2025,Captando,0.655,True
71000.100285/2025-92,Serviço Social da Industria - SESI,SESI Areia que transforma,2503258,Participação,Outros,03.804.327/0001-04,Fortaleza,CE,Nordeste,615409.78,0.0,615409.78,0.0,2026-01-30,2026-01-30,2028-01-15,2026,Captando,0.655,True
71000.040807/2025-90,Fundação de Apoio a Educação e ao Desenvolvimento Tecnológico do RN,"CLAU - Cultura, Lazer e Arte Urbana",2500710,Participação,Basquete/Handebol Indoor/Judô/Vôlei de quadra/Vôlei de praia/Futebol de Botão/Futebol de Mesa/Beach Handebol/Beach Tênis/Outros_x000D_,02.852.277/0001-78,Natal,RN,Nordeste,898074.6,0.0,898074.6,0.0,2025-11-19,2025-11-19,2027-08-14,2025,Captando,0.655,True
71000.081089/2025-10,Instituto Albert Sabin,Segue o Jogo,2502409,Participação,Futebol de 5,31.746.494/0001-81,Juiz de Fora,MG,Sudeste,537328.42,0.0,537328.42,0.0,2025-11-19,2025-11-19,2027-10-17,2025,Captando,0.655,True
71000.067927/2025-34,Butija Social Esporte e Cultura,Brincar de Tênis 3,2501678,Participação,Tênis em Caedira de Rodas Paralímpico,14.756.180/0001-40,Belo Horizonte,MG,Sudeste,655109.1,0.0,655109.1,0.0,2025-11-12,2025-11-12,2027-10-17,2025,Captando,0.655,True
